ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
5009981,F,Y,Y,0,180000,State servant,Secondary / secondary special,Married,House / apartment,-20644,-3873,1,0,0,0,Medicine staff,2
5009983,F,Y,Y,0,180000,State servant,Secondary / secondary special,Married,House / apartment,-20644,-3873,1,0,0,0,Medicine staff,2
5009984,F,Y,Y,0,180000,State servant,Secondary / secondary special,Married,House / apartment,-20644,-3873,1,0,0,0,Medicine staff,2
5009985,F,Y,Y,0,180000,State servant,Secondary / secondary special,Married,House / apartment,-20644,-3873,1,0,0,0,Medicine staff,2
5009986,F,Y,Y,0,180000,State servant,Secondary / secondary special,Married,House / apartment,-20644,-3873,1,0,0,0,Medicine staff,2
5009990,M,Y,Y,0,495000,Pensioner,Higher education,Single / not married,House / apartment,-22867,365243,1,0,0,0,,1
5009991,M,Y,N,2,157500,Working,Secondary / secondary special,Married,Office apartment,-14749,-2382,1,0,0,1,Drivers,4
5009992,M,Y,N,2,157500,Working,Secondary / secondary special,Married,Office apartment,-14749,-2382,1,0,0,1,Drivers,4
5009993,F,N,Y,0,135000,Working,Incomplete higher,Married,House / apartment,-16839,-3692,1,0,0,0,Managers,2
5009997,M,Y,Y,1,360000,Commercial associate,Secondary / secondary special,Married,House / apartment,-13940,-617,1,0,0,0,Managers,3
5009998,M,Y,Y,1,360000,Commercial associate,Secondary / secondary special,Married,House / apartment,-13940,-617,1,0,0,0,Managers,3
5009999,F,Y,N,1,157500,Working,Secondary / secondary special,Married,House / apartment,-12330,-2809,1,0,1,1,Accountants,3
5010000,F,Y,N,1,157500,Working,Secondary / secondary special,Married,House / apartment,-12330,-2809,1,0,1,1,Accountants,3
5010001,F,N,Y,2,157500,State servant,Secondary / secondary special,Married,House / apartment,-12242,-2047,1,0,0,0,Core staff,4
5010002,F,N,Y,2,157500,State servant,Secondary / secondary special,Married,House / apartment,-12242,-2047,1,0,0,0,Core staff,4
5010003,F,N,Y,2,157500,State servant,Secondary / secondary special,Married,House / apartment,-12242,-2047,1,0,0,0,Core staff,4
5010004,F,N,Y,2,157500,State servant,Secondary / secondary special,Married,House / apartment,-12242,-2047,1,0,0,0,Core staff,4
5010005,M,Y,Y,0,157500,Pensioner,Secondary / secondary special,Married,House / apartment,-23322,365243,1,0,0,0,,2
5010006,M,Y,Y,0,157500,Pensioner,Secondary / secondary special,Married,House / apartment,-23322,365243,1,0,0,0,,2
5010009,F,N,Y,1,112500,State servant,Incomplete higher,Civil marriage,House / apartment,-10926,-3570,1,0,1,0,Secretaries,3
5010012,F,N,Y,1,112500,State servant,Incomplete higher,Civil marriage,House / apartment,-10926,-3570,1,0,1,0,Secretaries,3
5010015,F,Y,Y,1,112500,Commercial associate,Secondary / secondary special,Separated,House / apartment,-12896,-709,1,0,0,0,,2
5010016,F,Y,Y,1,112500,Commercial associate,Secondary / secondary special,Separated,House / apartment,-12896,-709,1,0,0,0,,2
5010017,F,Y,Y,1,112500,Commercial associate,Secondary / secondary special,Separated,House / apartment,-12896,-709,1,0,0,0,,2
5010018,F,Y,Y,1,112500,Commercial associate,Secondary / secondary special,Separated,House / apartment,-12896,-709,1,0,0,0,,2
5010020,F,N,N,0,99000,Commercial associate,Higher education,Single / not married,With parents,-10833,-2504,1,0,0,1,,1
5010021,F,N,N,0,99000,Commercial associate,Higher education,Single / not married,With parents,-10833,-2504,1,0,0,1,,1
5010023,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-20782,-2321,1,0,0,0,Laborers,2
5010026,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-20782,-2321,1,0,0,0,Laborers,2
5010028,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-20782,-2321,1,0,0,0,Laborers,2
5010032,M,Y,Y,0,85500,Pensioner,Secondary / secondary special,Married,House / apartment,-22121,365243,1,0,1,0,,2
5010038,F,N,Y,0,292500,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21582,365243,1,0,0,0,,2
5010039,F,N,Y,0,292500,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21582,365243,1,0,0,0,,2
5010040,F,N,Y,0,292500,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21582,365243,1,0,0,0,,2
5010041,F,N,Y,0,67500,Working,Secondary / secondary special,Married,House / apartment,-21889,-8469,1,1,0,0,Core staff,2
5010044,F,N,Y,0,67500,Working,Secondary / secondary special,Married,House / apartment,-21889,-8469,1,1,0,0,Core staff,2
5010045,F,N,Y,0,67500,Working,Secondary / secondary special,Married,House / apartment,-21889,-8469,1,1,0,0,Core staff,2
5010046,F,N,Y,0,67500,Working,Secondary / secondary special,Married,House / apartment,-21889,-8469,1,1,0,0,Core staff,2
5010047,F,N,Y,0,67500,Working,Secondary / secondary special,Married,House / apartment,-21889,-8469,1,1,0,0,Core staff,2
5010052,F,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,-18474,-3021,1,0,0,1,Cleaning staff,2
5010053,F,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,-18474,-3021,1,0,0,1,Cleaning staff,2
5010055,F,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,-18474,-3021,1,0,0,1,Cleaning staff,2
5010058,M,Y,Y,0,112500,Working,Secondary / secondary special,Single / not married,House / apartment,-16975,-2504,1,0,1,1,Laborers,1
5010061,F,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,-16573,-4574,1,0,0,0,,2
5010062,F,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,-16573,-4574,1,0,0,0,,2
5010063,F,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,-16573,-4574,1,0,0,0,,2
5010068,F,N,Y,0,360000,Working,Secondary / secondary special,Widow,House / apartment,-18388,-7830,1,0,0,0,Core staff,1
5010070,F,N,Y,0,279000,State servant,Higher education,Single / not married,House / apartment,-11091,-617,1,0,0,1,Managers,1
5010072,F,N,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,-16757,-3508,1,0,0,0,Core staff,2
5010075,F,N,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,-16757,-3508,1,0,0,0,Core staff,2
5010076,F,N,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,-16757,-3508,1,0,0,0,Core staff,2
5010079,M,Y,N,2,157500,Working,Secondary / secondary special,Married,Municipal apartment,-12518,-1135,1,0,0,0,Cleaning staff,4
5010081,M,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-20931,-191,1,0,1,1,Security staff,2
5010083,M,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-20931,-191,1,0,1,1,Security staff,2
5010084,M,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-20931,-191,1,0,1,1,Security staff,2
5010085,M,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-20931,-191,1,0,1,1,Security staff,2
5010086,M,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-20931,-191,1,0,1,1,Security staff,2
5010087,M,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-20931,-191,1,0,1,1,Security staff,2
5010088,F,Y,Y,0,112500,Working,Incomplete higher,Single / not married,With parents,-8128,-951,1,0,0,1,Sales staff,1
5010092,F,N,N,0,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,-10304,-1682,1,0,0,0,Laborers,2
5010099,F,Y,Y,2,306000,State servant,Higher education,Married,House / apartment,-13541,-3965,1,0,0,0,Core staff,4
5010101,F,Y,Y,2,306000,State servant,Higher education,Married,House / apartment,-13541,-3965,1,0,0,0,Core staff,4
5010102,F,Y,Y,2,306000,State servant,Higher education,Married,House / apartment,-13541,-3965,1,0,0,0,Core staff,4
5010104,F,N,Y,0,166500,Pensioner,Secondary / secondary special,Married,House / apartment,-22578,365243,1,0,0,0,,2
5010111,F,Y,Y,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-22118,365243,1,0,0,0,,2
5010112,F,Y,Y,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-22118,365243,1,0,0,0,,2
5010114,F,Y,Y,0,202500,Pensioner,Higher education,Widow,House / apartment,-21269,365243,1,0,0,1,,1
5010117,F,N,Y,1,67500,State servant,Secondary / secondary special,Married,Municipal apartment,-15397,-1894,1,1,1,0,Core staff,3
5010119,M,Y,Y,0,315000,Working,Secondary / secondary special,Married,House / apartment,-14170,-921,1,0,0,0,Managers,2
5010122,M,Y,Y,0,315000,Working,Secondary / secondary special,Married,House / apartment,-14170,-921,1,0,0,0,Managers,2
5010126,F,N,Y,2,270000,Working,Secondary / secondary special,Married,House / apartment,-12927,-2078,1,1,1,1,Managers,4
5010127,F,N,Y,2,270000,Working,Secondary / secondary special,Married,House / apartment,-12927,-2078,1,1,1,1,Managers,4
5010129,F,N,Y,2,270000,Working,Secondary / secondary special,Married,House / apartment,-12927,-2078,1,1,1,1,Managers,4
5010133,F,N,Y,2,270000,Working,Secondary / secondary special,Married,House / apartment,-12927,-2078,1,1,1,1,Managers,4
5010135,F,N,Y,2,270000,Working,Secondary / secondary special,Married,House / apartment,-12927,-2078,1,1,1,1,Managers,4
5010137,F,N,Y,2,270000,Working,Secondary / secondary special,Married,House / apartment,-12927,-2078,1,1,1,1,Managers,4
5010138,M,Y,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-23287,365243,1,0,0,0,,2
5010140,M,Y,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-23287,365243,1,0,0,0,,2
5010144,M,Y,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-23287,365243,1,0,0,0,,2
5010145,M,Y,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-23287,365243,1,0,0,0,,2
5010152,F,Y,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,-12500,-5762,1,0,0,0,Managers,3
5010153,F,Y,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,-12500,-5762,1,0,0,0,Managers,3
5010154,F,Y,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,-12500,-5762,1,0,0,0,Managers,3
5010158,M,Y,Y,0,202500,Commercial associate,Lower secondary,Married,House / apartment,-18614,-7738,1,0,0,0,,2
5010159,M,Y,Y,0,202500,Commercial associate,Lower secondary,Married,House / apartment,-18614,-7738,1,0,0,0,,2
5010160,M,Y,Y,0,252000,Working,Secondary / secondary special,Married,House / apartment,-22117,-1621,1,0,1,1,Security staff,2
5010162,M,Y,Y,0,252000,Working,Secondary / secondary special,Married,House / apartment,-22117,-1621,1,0,1,1,Security staff,2
5010163,M,Y,Y,0,252000,Working,Secondary / secondary special,Married,House / apartment,-22117,-1621,1,0,1,1,Security staff,2
5010164,M,Y,Y,0,252000,Working,Secondary / secondary special,Married,House / apartment,-22117,-1621,1,0,1,1,Security staff,2
5010165,F,N,Y,0,135000,State servant,Secondary / secondary special,Married,House / apartment,-18501,-1866,1,0,0,0,Medicine staff,2
5010166,F,N,Y,0,135000,State servant,Secondary / secondary special,Married,House / apartment,-18501,-1866,1,0,0,0,Medicine staff,2
5010170,F,N,Y,0,135000,State servant,Secondary / secondary special,Married,House / apartment,-18501,-1866,1,0,0,0,Medicine staff,2
5010177,M,Y,Y,2,225000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18376,-4270,1,1,1,1,,4
5010178,M,Y,Y,2,225000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18376,-4270,1,1,1,1,,4
5010182,M,N,N,1,247500,Working,Secondary / secondary special,Single / not married,House / apartment,-16797,-6583,1,0,1,0,Laborers,2
5010185,M,N,N,1,247500,Working,Secondary / secondary special,Single / not married,House / apartment,-16797,-6583,1,0,1,0,Laborers,2
5010186,M,N,N,1,247500,Working,Secondary / secondary special,Single / not married,House / apartment,-16797,-6583,1,0,1,0,Laborers,2
5010187,M,N,N,1,247500,Working,Secondary / secondary special,Single / not married,House / apartment,-16797,-6583,1,0,1,0,Laborers,2
5010190,F,N,Y,0,76500,Commercial associate,Secondary / secondary special,Married,House / apartment,-15602,-5061,1,0,1,0,Sales staff,2
5010192,F,Y,Y,0,126000,Pensioner,Secondary / secondary special,Married,House / apartment,-23336,365243,1,0,0,0,,2
5010193,F,Y,Y,0,126000,Pensioner,Secondary / secondary special,Married,House / apartment,-23336,365243,1,0,0,0,,2
5010195,M,N,Y,0,360000,Working,Secondary / secondary special,Married,House / apartment,-18104,-1317,1,0,0,0,Drivers,2
5010197,F,N,Y,0,135000,Pensioner,Higher education,Single / not married,House / apartment,-23200,365243,1,0,1,0,,1
5010202,M,Y,Y,0,135000,Working,Lower secondary,Married,With parents,-9981,-1866,1,0,0,1,Laborers,2
5010205,M,Y,Y,0,135000,Working,Lower secondary,Married,With parents,-9981,-1866,1,0,0,1,Laborers,2
5010206,M,Y,Y,0,135000,Working,Lower secondary,Married,With parents,-9981,-1866,1,0,0,1,Laborers,2
5010208,F,N,Y,0,135000,Commercial associate,Higher education,Married,House / apartment,-13764,-3996,1,0,0,1,Core staff,2
5010209,F,N,Y,0,135000,Commercial associate,Higher education,Married,House / apartment,-13764,-3996,1,0,0,1,Core staff,2
5010210,M,Y,Y,0,202500,Commercial associate,Higher education,Married,House / apartment,-18973,-1074,1,1,0,0,,2
5010213,M,Y,Y,0,202500,Commercial associate,Higher education,Married,House / apartment,-18973,-1074,1,1,0,0,,2
5010215,F,Y,Y,1,90000,State servant,Secondary / secondary special,Married,House / apartment,-17532,-8044,1,0,0,0,Medicine staff,3
5010218,F,Y,Y,1,90000,State servant,Secondary / secondary special,Married,House / apartment,-17532,-8044,1,0,0,0,Medicine staff,3
5010222,F,Y,Y,1,90000,State servant,Secondary / secondary special,Married,House / apartment,-17532,-8044,1,0,0,0,Medicine staff,3
5010223,F,Y,Y,1,90000,State servant,Secondary / secondary special,Married,House / apartment,-17532,-8044,1,0,0,0,Medicine staff,3
5010224,F,Y,Y,1,90000,State servant,Secondary / secondary special,Married,House / apartment,-17532,-8044,1,0,0,0,Medicine staff,3
5010225,F,Y,Y,1,90000,State servant,Secondary / secondary special,Married,House / apartment,-17532,-8044,1,0,0,0,Medicine staff,3
5010226,F,Y,Y,1,90000,State servant,Secondary / secondary special,Married,House / apartment,-17532,-8044,1,0,0,0,Medicine staff,3
5010227,F,Y,Y,1,90000,State servant,Secondary / secondary special,Married,House / apartment,-17532,-8044,1,0,0,0,Medicine staff,3
5010230,M,Y,Y,0,315000,Commercial associate,Incomplete higher,Married,House / apartment,-21572,-2170,1,0,0,0,Secretaries,2
5010231,M,Y,Y,0,315000,Commercial associate,Incomplete higher,Married,House / apartment,-21572,-2170,1,0,0,0,Secretaries,2
5010234,M,Y,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,-16507,-4331,1,0,0,0,Drivers,2
5010236,M,Y,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,-16507,-4331,1,0,0,0,Drivers,2
5010239,M,Y,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,-16507,-4331,1,0,0,0,Drivers,2
5010240,M,Y,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,-16507,-4331,1,0,0,0,Drivers,2
5010241,M,Y,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,-20145,-1043,1,0,0,0,Laborers,2
5010244,M,Y,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,-20145,-1043,1,0,0,0,Laborers,2
5010246,M,Y,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,-20145,-1043,1,0,0,0,Laborers,2
5010248,M,Y,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,-20145,-1043,1,0,0,0,Laborers,2
5010253,F,Y,Y,0,247500,State servant,Secondary / secondary special,Married,House / apartment,-19714,-8348,1,0,0,0,Managers,2
5010257,F,Y,Y,1,67500,Working,Secondary / secondary special,Civil marriage,House / apartment,-14686,-3600,1,1,0,0,Cooking staff,3
5010258,M,N,Y,1,562500,Working,Incomplete higher,Married,House / apartment,-13790,-5639,1,1,1,0,,3
5010259,M,N,Y,1,562500,Working,Incomplete higher,Married,House / apartment,-13790,-5639,1,1,1,0,,3
5010261,M,N,Y,1,562500,Working,Incomplete higher,Married,House / apartment,-13790,-5639,1,1,1,0,,3
5010262,M,N,Y,1,562500,Working,Incomplete higher,Married,House / apartment,-13790,-5639,1,1,1,0,,3
5010266,M,N,Y,1,562500,Working,Incomplete higher,Married,House / apartment,-13790,-5639,1,1,1,0,,3
5010269,M,N,Y,1,562500,Working,Incomplete higher,Married,House / apartment,-13790,-5639,1,1,1,0,,3
5010271,M,N,Y,1,562500,Working,Incomplete higher,Married,House / apartment,-13790,-5639,1,1,1,0,,3
5010273,M,N,Y,1,562500,Working,Incomplete higher,Married,House / apartment,-13790,-5639,1,1,1,0,,3
5010274,M,N,Y,1,562500,Working,Incomplete higher,Married,House / apartment,-13790,-5639,1,1,1,0,,3
5010277,M,N,Y,1,562500,Working,Incomplete higher,Married,House / apartment,-13790,-5639,1,1,1,0,,3
5010278,M,N,Y,1,562500,Working,Incomplete higher,Married,House / apartment,-13790,-5639,1,1,1,0,,3
5010279,M,N,Y,1,562500,Working,Incomplete higher,Married,House / apartment,-13790,-5639,1,1,1,0,,3
5010281,M,N,Y,1,562500,Working,Incomplete higher,Married,House / apartment,-13790,-5639,1,1,1,0,,3
5010286,F,N,Y,0,126000,Pensioner,Secondary / secondary special,Married,House / apartment,-20387,365243,1,0,0,1,,2
5010293,F,N,Y,0,99000,Working,Secondary / secondary special,Single / not married,House / apartment,-10016,-1164,1,1,0,0,Sales staff,1
5010294,F,N,Y,0,99000,Working,Secondary / secondary special,Single / not married,House / apartment,-10016,-1164,1,1,0,0,Sales staff,1
5010295,F,N,Y,0,99000,Working,Secondary / secondary special,Single / not married,House / apartment,-10016,-1164,1,1,0,0,Sales staff,1
5010296,F,N,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-14918,-1866,1,0,0,0,Sales staff,2
5010297,F,N,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-14918,-1866,1,0,0,0,Sales staff,2
5010298,F,N,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-14918,-1866,1,0,0,0,Sales staff,2
5010302,F,N,Y,0,189000,Commercial associate,Secondary / secondary special,Married,House / apartment,-20233,-6218,1,1,1,0,,2
5010303,F,N,Y,0,189000,Commercial associate,Secondary / secondary special,Married,House / apartment,-20233,-6218,1,1,1,0,,2
5010305,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Married,House / apartment,-23413,365243,1,0,0,0,,2
5010306,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Married,House / apartment,-23413,365243,1,0,0,0,,2
5010307,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Married,House / apartment,-23413,365243,1,0,0,0,,2
5010309,F,Y,Y,1,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,-15109,-1956,1,0,0,0,Core staff,3
5010310,F,Y,Y,1,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,-15109,-1956,1,0,0,0,Core staff,3
5010311,F,Y,Y,1,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,-15109,-1956,1,0,0,0,Core staff,3
5010313,F,Y,Y,1,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,-15109,-1956,1,0,0,0,Core staff,3
5010319,M,N,N,0,135000,Commercial associate,Higher education,Married,House / apartment,-9493,-130,1,0,0,1,Cooking staff,2
5010320,M,N,N,0,135000,Commercial associate,Higher education,Married,House / apartment,-9493,-130,1,0,0,1,Cooking staff,2
5010328,F,N,N,0,216000,Pensioner,Secondary / secondary special,Married,House / apartment,-22867,365243,1,0,0,0,,2
5010331,F,N,N,0,216000,Pensioner,Secondary / secondary special,Married,House / apartment,-22867,365243,1,0,0,0,,2
5010332,F,N,N,0,216000,Pensioner,Secondary / secondary special,Married,House / apartment,-22867,365243,1,0,0,0,,2
5010335,F,N,N,0,216000,Pensioner,Secondary / secondary special,Married,House / apartment,-22867,365243,1,0,0,0,,2
5010336,F,N,N,0,216000,Pensioner,Secondary / secondary special,Married,House / apartment,-22867,365243,1,0,0,0,,2
5010337,F,N,N,0,216000,Pensioner,Secondary / secondary special,Married,House / apartment,-22867,365243,1,0,0,0,,2
5010339,F,N,N,0,216000,Pensioner,Secondary / secondary special,Married,House / apartment,-22867,365243,1,0,0,0,,2
5010340,F,N,N,0,216000,Pensioner,Secondary / secondary special,Married,House / apartment,-22867,365243,1,0,0,0,,2
5010343,F,N,N,0,216000,Pensioner,Secondary / secondary special,Married,House / apartment,-22867,365243,1,0,0,0,,2
5010344,F,N,N,0,216000,Pensioner,Secondary / secondary special,Married,House / apartment,-22867,365243,1,0,0,0,,2
5010346,F,N,Y,0,328500,Commercial associate,Secondary / secondary special,Married,House / apartment,-20023,-1894,1,0,0,1,Managers,2
5010351,M,Y,N,1,180000,State servant,Incomplete higher,Married,With parents,-10591,-1195,1,0,0,0,Drivers,3
5010356,F,N,Y,0,310500,State servant,Higher education,Single / not married,House / apartment,-13141,-1317,1,0,0,1,Accountants,1
5010358,F,N,Y,0,126000,Commercial associate,Secondary / secondary special,Married,House / apartment,-14265,-7373,1,1,1,0,Laborers,2
5010360,F,N,Y,2,67500,Working,Secondary / secondary special,Separated,House / apartment,-14832,-7404,1,1,0,0,,3
5010362,M,Y,N,0,90000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-12383,-2017,1,1,1,0,Drivers,1
5010364,M,Y,N,0,90000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-12383,-2017,1,1,1,0,Drivers,1
5010365,F,Y,Y,1,157500,Working,Higher education,Separated,House / apartment,-9800,-2109,1,0,0,1,Medicine staff,2
5010366,F,Y,Y,1,157500,Working,Higher education,Separated,House / apartment,-9800,-2109,1,0,0,1,Medicine staff,2
5010367,F,Y,Y,1,157500,Working,Higher education,Separated,House / apartment,-9800,-2109,1,0,0,1,Medicine staff,2
5010368,F,Y,Y,1,157500,Working,Higher education,Separated,House / apartment,-9800,-2109,1,0,0,1,Medicine staff,2
5010369,F,Y,Y,1,157500,Working,Higher education,Separated,House / apartment,-9800,-2109,1,0,0,1,Medicine staff,2
5010373,F,Y,Y,0,270000,Pensioner,Secondary / secondary special,Married,House / apartment,-23768,365243,1,0,0,0,,2
5010374,F,Y,Y,0,270000,Pensioner,Secondary / secondary special,Married,House / apartment,-23768,365243,1,0,0,0,,2
5010378,F,Y,Y,0,270000,Pensioner,Secondary / secondary special,Married,House / apartment,-23768,365243,1,0,0,0,,2
5010379,F,Y,Y,0,270000,Pensioner,Secondary / secondary special,Married,House / apartment,-23768,365243,1,0,0,0,,2
5010380,F,Y,Y,0,270000,Pensioner,Secondary / secondary special,Married,House / apartment,-23768,365243,1,0,0,0,,2
5010381,F,Y,Y,0,270000,Pensioner,Secondary / secondary special,Married,House / apartment,-23768,365243,1,0,0,0,,2
5010382,F,Y,Y,0,270000,Pensioner,Secondary / secondary special,Married,House / apartment,-23768,365243,1,0,0,0,,2
5010383,F,Y,Y,0,270000,Pensioner,Secondary / secondary special,Married,House / apartment,-23768,365243,1,0,0,0,,2
5010385,F,Y,Y,0,540000,Commercial associate,Higher education,Married,House / apartment,-13758,-2535,1,0,0,1,Managers,2
5010387,F,Y,Y,0,540000,Commercial associate,Higher education,Married,House / apartment,-13758,-2535,1,0,0,1,Managers,2
5010388,F,Y,Y,0,540000,Commercial associate,Higher education,Married,House / apartment,-13758,-2535,1,0,0,1,Managers,2
5010389,F,Y,Y,0,540000,Commercial associate,Higher education,Married,House / apartment,-13758,-2535,1,0,0,1,Managers,2
5010390,F,Y,Y,0,540000,Commercial associate,Higher education,Married,House / apartment,-13758,-2535,1,0,0,1,Managers,2
5010396,F,Y,Y,1,225000,Working,Higher education,Married,House / apartment,-14148,-1591,1,1,1,0,High skill tech staff,3
5010397,F,Y,Y,1,225000,Working,Higher education,Married,House / apartment,-14148,-1591,1,1,1,0,High skill tech staff,3
5010400,F,Y,Y,1,225000,Working,Higher education,Married,House / apartment,-14148,-1591,1,1,1,0,High skill tech staff,3
5010406,F,N,Y,0,202500,Pensioner,Secondary / secondary special,Married,House / apartment,-21854,365243,1,0,0,0,,2
5010411,F,N,Y,0,202500,Pensioner,Secondary / secondary special,Married,House / apartment,-21854,365243,1,0,0,0,,2
5010414,M,Y,N,1,270000,Working,Secondary / secondary special,Separated,House / apartment,-13425,-3143,1,0,0,0,Drivers,2
5010416,M,Y,N,1,270000,Working,Secondary / secondary special,Separated,House / apartment,-13425,-3143,1,0,0,0,Drivers,2
5010417,M,Y,N,1,270000,Working,Secondary / secondary special,Separated,House / apartment,-13425,-3143,1,0,0,0,Drivers,2
5010418,M,Y,N,1,270000,Working,Secondary / secondary special,Separated,House / apartment,-13425,-3143,1,0,0,0,Drivers,2
5010420,F,N,Y,0,67500,Working,Secondary / secondary special,Married,House / apartment,-15675,-283,1,0,0,1,Medicine staff,2
5010423,F,N,Y,0,67500,Working,Secondary / secondary special,Married,House / apartment,-15675,-283,1,0,0,1,Medicine staff,2
5010425,F,N,Y,0,67500,Working,Secondary / secondary special,Married,House / apartment,-15675,-283,1,0,0,1,Medicine staff,2
5010426,F,N,Y,0,67500,Working,Secondary / secondary special,Married,House / apartment,-15675,-283,1,0,0,1,Medicine staff,2
5010428,F,N,Y,0,67500,Working,Secondary / secondary special,Married,House / apartment,-15675,-283,1,0,0,1,Medicine staff,2
5010430,F,N,Y,0,67500,Working,Secondary / secondary special,Married,House / apartment,-15675,-283,1,0,0,1,Medicine staff,2
5010431,F,Y,N,1,180000,Working,Secondary / secondary special,Married,House / apartment,-11107,-130,1,0,0,0,Sales staff,3
5010432,F,Y,N,1,180000,Working,Secondary / secondary special,Married,House / apartment,-11107,-130,1,0,0,0,Sales staff,3
5010434,F,N,Y,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,-21518,365243,1,0,0,0,,2
5010435,F,N,Y,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,-21518,365243,1,0,0,0,,2
5010436,F,N,Y,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,-21518,365243,1,0,0,0,,2
5010437,F,N,Y,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,-21518,365243,1,0,0,0,,2
5010439,F,N,Y,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,-21518,365243,1,0,0,0,,2
5010443,F,N,Y,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,-21518,365243,1,0,0,0,,2
5010447,F,N,Y,0,202500,Pensioner,Secondary / secondary special,Married,House / apartment,-22960,365243,1,0,0,0,,2
5010448,F,N,Y,0,202500,Pensioner,Secondary / secondary special,Married,House / apartment,-22960,365243,1,0,0,0,,2
5010451,F,N,Y,0,202500,Pensioner,Secondary / secondary special,Married,House / apartment,-22960,365243,1,0,0,0,,2
5010452,F,N,Y,0,202500,Pensioner,Secondary / secondary special,Married,House / apartment,-22960,365243,1,0,0,0,,2
5010454,F,Y,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,-13247,-5823,1,1,0,0,Core staff,2
5010455,F,Y,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,-13247,-5823,1,1,0,0,Core staff,2
5010458,F,N,Y,0,171000,Student,Higher education,Married,House / apartment,-18756,-3904,1,0,0,1,Core staff,2
