ID,MONTHS_BALANCE,STATUS
5010152,0,C
5010152,-1,C
5010152,-2,C
5010152,-3,C
5010152,-4,C
5010152,-5,C
5010153,0,C
5010153,-1,C
5010153,-2,C
5010153,-3,C
5010153,-4,C
5010153,-5,C
5010154,0,C
5010154,-1,C
5010154,-2,C
5010154,-3,C
5010154,-4,C
5010154,-5,C
5010158,0,X
5010158,-1,X
5010158,-2,X
5010158,-3,X
5010158,-4,0
5010158,-5,X
5010159,0,C
5010159,-1,C
5010159,-2,C
5010159,-3,0
5010159,-4,0
5010159,-5,0
5010160,0,C
5010160,-1,C
5010160,-2,0
5010160,-3,0
5010160,-4,0
5010160,-5,0
5010162,0,0
5010162,-1,0
5010162,-2,0
5010162,-3,0
5010162,-4,0
5010162,-5,0
5010163,0,C
5010163,-1,C
5010163,-2,C
5010163,-3,0
5010163,-4,0
5010163,-5,0
5010164,0,C
5010164,-1,C
5010164,-2,C
5010164,-3,C
5010164,-4,C
5010164,-5,C
5010165,0,1
5010165,-1,0
5010165,-2,0
5010165,-3,0
5010165,-4,0
5010165,-5,0
5010166,0,0
5010166,-1,0
5010166,-2,0
5010166,-3,0
5010166,-4,0
5010166,-5,0
5010170,0,C
5010170,-1,C
5010170,-2,C
5010170,-3,C
5010170,-4,C
5010170,-5,0
5010177,0,0
5010177,-1,X
5010177,-2,0
5010177,-3,0
5010177,-4,0
5010177,-5,0
5010178,0,0
5010178,-1,0
5010178,-2,0
5010178,-3,0
5010178,-4,0
5010178,-5,0
5010182,0,C
5010182,-1,C
5010182,-2,C
5010182,-3,C
5010182,-4,C
5010182,-5,C
5010185,0,C
5010185,-1,C
5010185,-2,C
5010185,-3,C
5010185,-4,C
5010185,-5,C
5010186,0,C
5010186,-1,C
5010186,-2,C
5010186,-3,C
5010186,-4,C
5010186,-5,C
5010187,0,C
5010187,-1,C
5010187,-2,C
5010187,-3,C
5010187,-4,C
5010187,-5,C
5010190,0,0
5010190,-1,0
5010190,-2,0
5010190,-3,0
5010190,-4,0
5010190,-5,0
5010192,0,C
5010192,-1,C
5010192,-2,C
5010192,-3,C
5010192,-4,C
5010192,-5,C
5010193,0,C
5010193,-1,C
5010193,-2,C
5010193,-3,C
5010193,-4,C
5010193,-5,C
5010195,0,C
5010195,-1,C
5010195,-2,C
5010195,-3,C
5010195,-4,C
5010195,-5,C
5010197,0,0
5010197,-1,0
5010197,-2,0
5010197,-3,0
5010197,-4,0
5010197,-5,0
5010202,0,C
5010202,-1,C
5010202,-2,C
5010202,-3,C
5010202,-4,0
5010202,-5,0
5010205,0,C
5010205,-1,C
5010205,-2,0
5010205,-3,0
5010205,-4,0
5010205,-5,0
5010206,0,C
5010206,-1,C
5010206,-2,C
5010206,-3,C
5010206,-4,0
5010206,-5,0
5010208,0,C
5010208,-1,C
5010208,-2,0
5010208,-3,0
5010208,-4,0
5010208,-5,0
5010209,0,0
5010209,-1,0
5010209,-2,0
5010209,-3,0
5010209,-4,0
5010209,-5,0
5010210,0,C
5010210,-1,C
5010210,-2,C
5010210,-3,C
5010210,-4,C
5010210,-5,C
5010213,0,X
5010213,-1,0
5010213,-2,0
5010213,-3,0
5010213,-4,X
5010213,-5,X
5010215,0,C
5010215,-1,C
5010215,-2,C
5010215,-3,C
5010215,-4,C
5010215,-5,C
5010218,0,C
5010218,-1,C
5010218,-2,C
5010218,-3,C
5010218,-4,C
5010218,-5,C
5010222,0,C
5010222,-1,C
5010222,-2,C
5010222,-3,C
5010222,-4,C
5010222,-5,C
5010223,0,C
5010223,-1,C
5010223,-2,C
5010223,-3,C
5010223,-4,C
5010223,-5,0
5010224,0,C
5010224,-1,C
5010224,-2,C
5010224,-3,C
5010224,-4,C
5010224,-5,C
5010225,0,0
5010225,-1,0
5010225,-2,0
5010225,-3,0
5010225,-4,0
5010225,-5,0
5010226,0,0
5010226,-1,0
5010226,-2,0
5010226,-3,0
5010226,-4,0
5010226,-5,1
5010227,0,C
5010227,-1,C
5010227,-2,C
5010227,-3,C
5010227,-4,C
5010227,-5,C
5010230,0,X
5010230,-1,X
5010230,-2,X
5010230,-3,X
5010230,-4,X
5010230,-5,X
5010231,0,C
5010231,-1,C
5010231,-2,C
5010231,-3,C
5010231,-4,C
5010231,-5,C
5010234,0,C
5010234,-1,C
5010234,-2,C
5010234,-3,C
5010234,-4,C
5010234,-5,C
5010236,0,C
5010236,-1,C
5010236,-2,C
5010236,-3,C
5010236,-4,C
5010236,-5,C
5010239,0,C
5010239,-1,0
5010239,-2,0
5010239,-3,0
5010239,-4,0
5010239,-5,0
5010240,0,C
5010240,-1,C
5010240,-2,C
5010240,-3,C
5010240,-4,0
5010240,-5,0
5010241,0,C
5010241,-1,C
5010241,-2,C
5010241,-3,C
5010241,-4,C
5010241,-5,C
5010244,0,C
5010244,-1,C
5010244,-2,C
5010244,-3,C
5010244,-4,C
5010244,-5,C
5010246,0,X
5010246,-1,X
5010246,-2,X
5010246,-3,X
5010246,-4,X
5010246,-5,X
5010248,0,C
5010248,-1,C
5010248,-2,C
5010248,-3,C
5010248,-4,C
5010248,-5,C
5010253,0,C
5010253,-1,C
5010253,-2,C
5010253,-3,C
5010253,-4,C
5010253,-5,C
5010257,0,C
5010257,-1,C
5010257,-2,C
5010257,-3,C
5010257,-4,C
5010257,-5,C
5010258,0,C
5010258,-1,C
5010258,-2,C
5010258,-3,C
5010258,-4,C
5010258,-5,C
5010259,0,C
5010259,-1,C
5010259,-2,C
5010259,-3,C
5010259,-4,C
5010259,-5,C
5010261,0,0
5010261,-1,0
5010261,-2,0
5010261,-3,0
5010261,-4,0
5010261,-5,0
5010262,0,C
5010262,-1,C
5010262,-2,C
5010262,-3,C
5010262,-4,C
5010262,-5,C
5010266,0,C
5010266,-1,C
5010266,-2,C
5010266,-3,C
5010266,-4,C
5010266,-5,C
5010269,0,C
5010269,-1,C
5010269,-2,C
5010269,-3,C
5010269,-4,C
5010269,-5,C
5010271,0,X
5010271,-1,X
5010271,-2,X
5010271,-3,X
5010271,-4,X
5010271,-5,X
5010273,0,C
5010273,-1,C
5010273,-2,0
5010273,-3,0
5010273,-4,0
5010273,-5,0
5010274,0,C
5010274,-1,C
5010274,-2,C
5010274,-3,C
5010274,-4,C
5010274,-5,C
5010277,0,C
5010277,-1,C
5010277,-2,C
5010277,-3,C
5010277,-4,C
5010277,-5,C
5010278,0,C
5010278,-1,C
5010278,-2,C
5010278,-3,C
5010278,-4,C
5010278,-5,C
5010279,0,X
5010279,-1,X
5010279,-2,X
5010279,-3,X
5010279,-4,X
5010279,-5,X
5010281,0,X
5010281,-1,0
5010281,-2,X
5010281,-3,0
5010281,-4,0
5010281,-5,0
5010286,0,C
5010286,-1,C
5010286,-2,C
5010286,-3,C
5010286,-4,C
5010286,-5,C
5010293,0,C
5010293,-1,C
5010293,-2,0
5010293,-3,0
5010293,-4,0
5010293,-5,0
5010294,0,0
5010294,-1,0
5010294,-2,0
5010294,-3,0
5010294,-4,0
5010294,-5,0
5010295,0,C
5010295,-1,C
5010295,-2,C
5010295,-3,C
5010295,-4,C
5010295,-5,C
5010296,0,C
5010296,-1,C
5010296,-2,C
5010296,-3,C
5010296,-4,C
5010296,-5,C
5010297,0,0
5010297,-1,0
5010297,-2,0
5010297,-3,0
5010297,-4,0
5010297,-5,0
5010298,0,0
5010298,-1,0
5010298,-2,0
5010298,-3,X
5010298,-4,0
5010298,-5,0
5010302,0,0
5010302,-1,0
5010302,-2,0
5010302,-3,0
5010302,-4,0
5010302,-5,0
5010303,0,C
5010303,-1,C
5010303,-2,C
5010303,-3,C
5010303,-4,C
5010303,-5,C
5010305,0,C
5010305,-1,C
5010305,-2,C
5010305,-3,C
5010305,-4,C
5010305,-5,C
5010306,0,C
5010306,-1,C
5010306,-2,C
5010306,-3,C
5010306,-4,C
5010306,-5,C
5010307,0,X
5010307,-1,X
5010307,-2,X
5010307,-3,X
5010307,-4,X
5010307,-5,X
5010309,0,0
5010309,-1,0
5010309,-2,0
5010309,-3,0
5010309,-4,0
5010309,-5,0
5010310,0,0
5010310,-1,0
5010310,-2,0
5010310,-3,0
5010310,-4,0
5010310,-5,0
5010311,0,X
5010311,-1,X
5010311,-2,X
5010311,-3,X
5010311,-4,X
5010311,-5,X
5010313,0,C
5010313,-1,C
5010313,-2,C
5010313,-3,C
5010313,-4,C
5010313,-5,C
5010319,0,C
5010319,-1,C
5010319,-2,C
5010319,-3,C
5010319,-4,C
5010319,-5,C
5010320,0,C
5010320,-1,C
5010320,-2,C
5010320,-3,C
5010320,-4,C
5010320,-5,C
5010328,0,0
5010328,-1,0
5010328,-2,0
5010328,-3,0
5010328,-4,0
5010328,-5,0
5010331,0,C
5010331,-1,C
5010331,-2,C
5010331,-3,C
5010331,-4,C
5010331,-5,C
5010332,0,C
5010332,-1,C
5010332,-2,C
5010332,-3,C
5010332,-4,C
5010332,-5,C
5010335,0,C
5010335,-1,C
5010335,-2,C
5010335,-3,C
5010335,-4,C
5010335,-5,C
5010336,0,C
5010336,-1,0
5010336,-2,0
5010336,-3,0
5010336,-4,0
5010336,-5,0
5010337,0,0
5010337,-1,0
5010337,-2,0
5010337,-3,0
5010337,-4,0
5010337,-5,0
5010339,0,C
5010339,-1,C
5010339,-2,C
5010339,-3,0
5010339,-4,0
5010339,-5,0
5010340,0,C
5010340,-1,C
5010340,-2,C
5010340,-3,C
5010340,-4,C
5010340,-5,C
5010343,0,C
5010343,-1,C
5010343,-2,C
5010343,-3,C
5010343,-4,C
5010343,-5,0
5010344,0,0
5010344,-1,0
5010344,-2,0
5010344,-3,0
5010344,-4,0
5010344,-5,0
5010346,0,C
5010346,-1,0
5010346,-2,0
5010346,-3,0
5010346,-4,0
5010346,-5,0
5010351,0,C
5010351,-1,C
5010351,-2,C
5010351,-3,C
5010351,-4,C
5010351,-5,C
5010356,0,C
5010356,-1,C
5010356,-2,C
5010356,-3,C
5010356,-4,C
5010356,-5,C
5010358,0,C
5010358,-1,C
5010358,-2,0
5010358,-3,0
5010358,-4,0
5010358,-5,0
5010360,0,C
5010360,-1,C
5010360,-2,C
5010360,-3,C
5010360,-4,C
5010360,-5,C
5010362,0,C
5010362,-1,C
5010362,-2,C
5010362,-3,C
5010362,-4,C
5010362,-5,C
5010364,0,C
5010364,-1,C
5010364,-2,C
5010364,-3,0
5010364,-4,0
5010364,-5,0
5010365,0,C
5010365,-1,C
5010365,-2,C
5010365,-3,C
5010365,-4,C
5010365,-5,C
5010366,0,C
5010366,-1,C
5010366,-2,C
5010366,-3,C
5010366,-4,C
5010366,-5,C
5010367,0,X
5010367,-1,X
5010367,-2,X
5010367,-3,0
5010367,-4,0
5010367,-5,0
5010368,0,C
5010368,-1,C
5010368,-2,C
5010368,-3,C
5010368,-4,C
5010368,-5,C
5010369,0,C
5010369,-1,C
5010369,-2,C
5010369,-3,C
5010369,-4,C
5010369,-5,C
5010373,0,C
5010373,-1,C
5010373,-2,C
5010373,-3,C
5010373,-4,C
5010373,-5,C
5010374,0,C
5010374,-1,C
5010374,-2,C
5010374,-3,C
5010374,-4,C
5010374,-5,C
5010378,0,C
5010378,-1,C
5010378,-2,C
5010378,-3,C
5010378,-4,C
5010378,-5,C
5010379,0,C
5010379,-1,C
5010379,-2,C
5010379,-3,C
5010379,-4,C
5010379,-5,C
5010380,0,C
5010380,-1,C
5010380,-2,C
5010380,-3,C
5010380,-4,C
5010380,-5,0
5010381,0,C
5010381,-1,C
5010381,-2,C
5010381,-3,C
5010381,-4,C
5010381,-5,C
5010382,0,C
5010382,-1,C
5010382,-2,C
5010382,-3,C
5010382,-4,C
5010382,-5,C
5010383,0,C
5010383,-1,C
5010383,-2,C
5010383,-3,C
5010383,-4,C
5010383,-5,C
5010385,0,X
5010385,-1,X
5010385,-2,X
5010385,-3,X
5010385,-4,X
5010385,-5,X
5010387,0,X
5010387,-1,X
5010387,-2,X
5010387,-3,X
5010387,-4,X
5010387,-5,X
5010388,0,0
5010388,-1,0
5010388,-2,0
5010388,-3,0
5010388,-4,0
5010388,-5,0
5010389,0,C
5010389,-1,C
5010389,-2,C
5010389,-3,C
5010389,-4,C
5010389,-5,C
5010390,0,0
5010390,-1,0
5010390,-2,0
5010390,-3,0
5010390,-4,0
5010390,-5,0
5010396,0,0
5010396,-1,0
5010396,-2,X
5010396,-3,0
5010396,-4,2
5010396,-5,0
5010397,0,C
5010397,-1,C
5010397,-2,C
5010397,-3,C
5010397,-4,C
5010397,-5,C
5010400,0,C
5010400,-1,C
5010400,-2,C
5010400,-3,C
5010400,-4,C
5010400,-5,0
5010406,0,0
5010406,-1,0
5010406,-2,0
5010406,-3,0
5010406,-4,0
5010406,-5,0
5010411,0,C
5010411,-1,C
5010411,-2,C
5010411,-3,C
5010411,-4,C
5010411,-5,C
5010414,0,C
5010414,-1,C
5010414,-2,C
5010414,-3,C
5010414,-4,X
5010414,-5,X
5010416,0,C
5010416,-1,C
5010416,-2,C
5010416,-3,C
5010416,-4,C
5010416,-5,C
5010417,0,C
5010417,-1,C
5010417,-2,C
5010417,-3,C
5010417,-4,C
5010417,-5,C
5010418,0,0
5010418,-1,0
5010418,-2,0
5010418,-3,0
5010418,-4,0
5010418,-5,X
5010420,0,C
5010420,-1,C
5010420,-2,C
5010420,-3,C
5010420,-4,C
5010420,-5,C
5010423,0,C
5010423,-1,C
5010423,-2,C
5010423,-3,C
5010423,-4,0
5010423,-5,0
5010425,0,C
5010425,-1,C
5010425,-2,C
5010425,-3,C
5010425,-4,C
5010425,-5,C
5010426,0,C
5010426,-1,C
5010426,-2,C
5010426,-3,C
5010426,-4,C
5010426,-5,C
5010428,0,C
5010428,-1,C
5010428,-2,C
5010428,-3,C
5010428,-4,C
5010428,-5,C
5010430,0,X
5010430,-1,0
5010430,-2,X
5010430,-3,0
5010430,-4,0
5010430,-5,X
5010431,0,C
5010431,-1,C
5010431,-2,C
5010431,-3,0
5010431,-4,0
5010431,-5,0
5010432,0,C
5010432,-1,C
5010432,-2,C
5010432,-3,C
5010432,-4,C
5010432,-5,C
5010434,0,C
5010434,-1,C
5010434,-2,C
5010434,-3,0
5010434,-4,0
5010434,-5,0
5010435,0,C
5010435,-1,C
5010435,-2,C
5010435,-3,C
5010435,-4,C
5010435,-5,C
5010436,0,C
5010436,-1,C
5010436,-2,C
5010436,-3,X
5010436,-4,0
5010436,-5,X
5010437,0,0
5010437,-1,X
5010437,-2,X
5010437,-3,X
5010437,-4,X
5010437,-5,0
5010439,0,C
5010439,-1,C
5010439,-2,0
5010439,-3,0
5010439,-4,0
5010439,-5,0
5010443,0,C
5010443,-1,X
5010443,-2,X
5010443,-3,X
5010443,-4,X
5010443,-5,X
5010447,0,X
5010447,-1,0
5010447,-2,0
5010447,-3,0
5010447,-4,0
5010447,-5,0
5010448,0,C
5010448,-1,C
5010448,-2,C
5010448,-3,C
5010448,-4,C
5010448,-5,C
5010451,0,0
5010451,-1,0
5010451,-2,0
5010451,-3,0
5010451,-4,0
5010451,-5,0
5010452,0,0
5010452,-1,0
5010452,-2,0
5010452,-3,0
5010452,-4,0
5010452,-5,0
5010454,0,C
5010454,-1,C
5010454,-2,C
5010454,-3,C
5010454,-4,C
5010454,-5,C
5010455,0,C
5010455,-1,0
5010455,-2,0
5010455,-3,0
5010455,-4,0
5010455,-5,0
5010458,0,C
5010458,-1,C
5010458,-2,C
5010458,-3,C
5010458,-4,C
5010458,-5,C
5010459,0,C
5010459,-1,C
5010459,-2,C
5010459,-3,C
5010459,-4,C
5010459,-5,C
5010460,0,C
5010460,-1,C
5010460,-2,C
5010460,-3,C
5010460,-4,C
5010460,-5,C
5010461,0,C
5010461,-1,C
5010461,-2,C
5010461,-3,C
5010461,-4,C
5010461,-5,C
5010462,0,C
5010462,-1,C
5010462,-2,C
5010462,-3,C
5010462,-4,C
5010462,-5,C
5010463,0,C
5010463,-1,C
5010463,-2,C
5010463,-3,C
5010463,-4,C
5010463,-5,C
5010466,0,C
5010466,-1,C
5010466,-2,C
5010466,-3,C
5010466,-4,1
5010466,-5,0
5010467,0,C
5010467,-1,C
5010467,-2,C
5010467,-3,C
5010467,-4,C
5010467,-5,C
5010468,0,C
5010468,-1,C
5010468,-2,C
5010468,-3,C
5010468,-4,C
5010468,-5,C
5010470,0,0
5010470,-1,0
5010470,-2,0
5010470,-3,0
5010470,-4,0
5010470,-5,0
5010473,0,C
5010473,-1,C
5010473,-2,C
5010473,-3,C
5010473,-4,C
5010473,-5,C
5010474,0,C
5010474,-1,C
5010474,-2,C
5010474,-3,C
5010474,-4,C
5010474,-5,C
5010481,0,X
5010481,-1,X
5010481,-2,X
5010481,-3,X
5010481,-4,X
5010481,-5,X
5010482,0,0
5010482,-1,0
5010482,-2,0
5010482,-3,0
5010482,-4,0
5010482,-5,0
5010483,0,0
5010483,-1,0
5010483,-2,0
5010483,-3,0
5010483,-4,0
5010483,-5,X
5010491,0,C
5010491,-1,C
5010491,-2,C
5010491,-3,0
5010491,-4,0
5010491,-5,0
5010492,0,C
5010492,-1,C
5010492,-2,C
5010492,-3,C
5010492,-4,C
5010492,-5,C
5010493,0,C
5010493,-1,C
5010493,-2,C
5010493,-3,C
5010493,-4,C
5010493,-5,C
5010498,0,C
5010498,-1,C
5010498,-2,0
5010498,-3,0
5010498,-4,0
5010498,-5,0
5010499,0,0
5010499,-1,0
5010499,-2,0
5010499,-3,0
5010499,-4,0
5010499,-5,0
5010500,0,C
5010500,-1,C
5010500,-2,C
5010500,-3,C
5010500,-4,C
5010500,-5,C
5010501,0,0
5010501,-1,0
5010501,-2,0
5010501,-3,0
5010501,-4,0
5010501,-5,0
5010503,0,C
5010503,-1,C
5010503,-2,C
5010503,-3,C
5010503,-4,C
5010503,-5,C
5010504,0,0
5010504,-1,0
5010504,-2,0
5010504,-3,0
5010504,-4,0
5010504,-5,0
5010508,0,0
5010508,-1,0
5010508,-2,0
5010508,-3,0
5010508,-4,0
5010508,-5,0
5010511,0,0
5010511,-1,0
5010511,-2,0
5010511,-3,0
5010511,-4,0
5010511,-5,0
5010512,0,C
5010512,-1,C
5010512,-2,C
5010512,-3,C
5010512,-4,0
5010512,-5,0
5010516,0,X
5010516,-1,X
5010516,-2,X
5010516,-3,X
5010516,-4,X
5010516,-5,X
5010520,0,X
5010520,-1,X
5010520,-2,X
5010520,-3,X
5010520,-4,X
5010520,-5,X
5010522,0,C
5010522,-1,C
5010522,-2,C
5010522,-3,C
5010522,-4,C
5010522,-5,C
5010525,0,X
5010525,-1,0
5010525,-2,0
5010525,-3,0
5010525,-4,0
5010525,-5,0
5010528,0,C
5010528,-1,C
5010528,-2,C
5010528,-3,C
5010528,-4,C
5010528,-5,C
5010531,0,C
5010531,-1,C
5010531,-2,C
5010531,-3,C
5010531,-4,C
5010531,-5,C
5010534,0,0
5010534,-1,0
5010534,-2,0
5010534,-3,0
5010534,-4,0
5010534,-5,0
5010535,0,C
5010535,-1,C
5010535,-2,C
5010535,-3,C
5010535,-4,C
5010535,-5,C
5010537,0,C
5010537,-1,C
5010537,-2,C
5010537,-3,C
5010537,-4,C
5010537,-5,0
5010538,0,C
5010538,-1,C
5010538,-2,C
5010538,-3,C
5010538,-4,C
5010538,-5,C
5010539,0,X
5010539,-1,X
5010539,-2,X
5010539,-3,X
5010539,-4,X
5010539,-5,X
5010541,0,C
5010541,-1,C
5010541,-2,C
5010541,-3,C
5010541,-4,C
5010541,-5,C
5010545,0,X
5010545,-1,X
5010545,-2,X
5010545,-3,X
5010545,-4,X
5010545,-5,X
5010546,0,X
5010546,-1,X
5010546,-2,X
5010546,-3,X
5010546,-4,X
5010546,-5,X
5010549,0,X
5010549,-1,X
5010549,-2,X
5010549,-3,X
5010549,-4,X
5010549,-5,X
5010551,0,X
5010551,-1,X
5010551,-2,X
5010551,-3,X
5010551,-4,X
5010551,-5,X
5010553,0,0
5010553,-1,0
5010553,-2,0
5010553,-3,0
5010553,-4,0
5010553,-5,0
5010556,0,C
5010556,-1,C
5010556,-2,C
5010556,-3,C
5010556,-4,C
5010556,-5,C
5010557,0,C
5010557,-1,C
5010557,-2,C
5010557,-3,C
5010557,-4,C
5010557,-5,C
5010558,0,X
5010558,-1,X
5010558,-2,X
5010558,-3,X
5010558,-4,X
5010558,-5,X
5010559,0,C
5010559,-1,C
5010559,-2,C
5010559,-3,C
5010559,-4,C
5010559,-5,C
5010560,0,C
5010560,-1,C
5010560,-2,C
5010560,-3,C
5010560,-4,C
5010560,-5,C
5010567,0,C
5010567,-1,C
5010567,-2,C
5010567,-3,C
5010567,-4,C
5010567,-5,C
5010570,0,C
5010570,-1,C
5010570,-2,C
5010570,-3,C
5010570,-4,C
5010570,-5,C
5010573,0,C
5010573,-1,C
5010573,-2,C
5010573,-3,C
5010573,-4,C
5010573,-5,C
5010574,0,0
5010574,-1,0
5010574,-2,0
5010574,-3,0
5010574,-4,0
5010574,-5,0
5010578,0,X
5010578,-1,X
5010578,-2,0
5010578,-3,X
5010578,-4,X
5010578,-5,X
5010579,0,C
5010579,-1,C
5010579,-2,C
5010579,-3,C
5010579,-4,C
5010579,-5,C
5010583,0,0
5010583,-1,0
5010583,-2,X
5010583,-3,0
5010583,-4,0
5010583,-5,X
5010585,0,0
5010585,-1,0
5010585,-2,0
5010585,-3,0
5010585,-4,0
5010585,-5,0
5010586,0,C
5010586,-1,C
5010586,-2,C
5010586,-3,C
5010586,-4,C
5010586,-5,C
5010587,0,C
5010587,-1,C
5010587,-2,0
5010587,-3,0
5010587,-4,0
5010587,-5,0
5010588,0,0
5010588,-1,0
5010588,-2,0
5010588,-3,0
5010588,-4,0
5010588,-5,0
5010589,0,0
5010589,-1,0
5010589,-2,0
5010589,-3,0
5010589,-4,0
5010589,-5,0
5010590,0,C
5010590,-1,C
5010590,-2,C
5010590,-3,C
5010590,-4,C
5010590,-5,C
5010596,0,C
5010596,-1,C
5010596,-2,C
5010596,-3,C
5010596,-4,C
5010596,-5,C
5010598,0,0
5010598,-1,0
5010598,-2,0
5010598,-3,0
5010598,-4,0
5010598,-5,0
5010599,0,0
5010599,-1,0
5010599,-2,0
5010599,-3,0
5010599,-4,0
5010599,-5,0
5010601,0,0
5010601,-1,0
5010601,-2,0
5010601,-3,0
5010601,-4,0
5010601,-5,0
5010602,0,C
5010602,-1,C
5010602,-2,C
5010602,-3,C
5010602,-4,C
5010602,-5,C
5010604,0,C
5010604,-1,C
5010604,-2,C
5010604,-3,C
5010604,-4,C
5010604,-5,C
5010610,0,C
5010610,-1,C
5010610,-2,C
5010610,-3,C
5010610,-4,C
5010610,-5,C
5010613,0,C
5010613,-1,C
5010613,-2,C
5010613,-3,C
5010613,-4,C
5010613,-5,C
5010615,0,C
5010615,-1,C
5010615,-2,C
5010615,-3,C
5010615,-4,C
5010615,-5,C
5010616,0,C
5010616,-1,C
5010616,-2,C
5010616,-3,C
5010616,-4,C
5010616,-5,C
5010617,0,C
5010617,-1,C
5010617,-2,C
5010617,-3,C
5010617,-4,C
5010617,-5,C
5010622,0,C
5010622,-1,C
5010622,-2,C
5010622,-3,C
5010622,-4,C
5010622,-5,C
5010623,0,0
5010623,-1,0
5010623,-2,0
5010623,-3,0
5010623,-4,0
5010623,-5,0
5010624,0,C
5010624,-1,C
5010624,-2,C
5010624,-3,C
5010624,-4,C
5010624,-5,C
5010628,0,2
5010628,-1,1
5010628,-2,0
5010628,-3,0
5010628,-4,0
5010628,-5,X
5010633,0,C
5010633,-1,C
5010633,-2,C
5010633,-3,C
5010633,-4,C
5010633,-5,C
5010635,0,C
5010635,-1,C
5010635,-2,C
5010635,-3,C
5010635,-4,C
5010635,-5,C
5010636,0,C
5010636,-1,C
5010636,-2,C
5010636,-3,C
5010636,-4,C
5010636,-5,C
5010637,0,0
5010637,-1,0
5010637,-2,0
5010637,-3,0
5010637,-4,0
5010637,-5,0
5010638,0,0
5010638,-1,0
5010638,-2,0
5010638,-3,0
5010638,-4,0
5010638,-5,0
5010639,0,X
5010639,-1,X
5010639,-2,X
5010639,-3,X
5010639,-4,X
5010639,-5,X
5010640,0,C
5010640,-1,C
5010640,-2,C
5010640,-3,C
5010640,-4,C
5010640,-5,C
5010641,0,C
5010641,-1,C
5010641,-2,C
5010641,-3,C
5010641,-4,C
5010641,-5,C
5010643,0,0
5010643,-1,X
5010643,-2,X
5010643,-3,X
5010643,-4,X
5010643,-5,X
5010644,0,0
5010644,-1,0
5010644,-2,0
5010644,-3,0
5010644,-4,0
5010644,-5,0
5010645,0,0
5010645,-1,0
5010645,-2,0
5010645,-3,0
5010645,-4,0
5010645,-5,0
5010647,0,C
5010647,-1,C
5010647,-2,C
5010647,-3,C
5010647,-4,C
5010647,-5,0
5010649,0,0
5010649,-1,0
5010649,-2,0
5010649,-3,0
5010649,-4,0
5010649,-5,0
5010652,0,C
5010652,-1,C
5010652,-2,C
5010652,-3,C
5010652,-4,C
5010652,-5,C
5010653,0,0
5010653,-1,X
5010653,-2,X
5010653,-3,X
5010653,-4,X
5010653,-5,X
5010658,0,X
5010658,-1,0
5010658,-2,X
5010658,-3,0
5010658,-4,X
5010658,-5,0
5010662,0,X
5010662,-1,X
5010662,-2,X
5010662,-3,X
5010662,-4,X
5010662,-5,X
5010664,0,C
5010664,-1,C
5010664,-2,C
5010664,-3,C
5010664,-4,C
5010664,-5,C
5010666,0,C
5010666,-1,C
5010666,-2,C
5010666,-3,C
5010666,-4,C
5010666,-5,C
5010667,0,C
5010667,-1,C
5010667,-2,C
5010667,-3,C
5010667,-4,C
5010667,-5,C
5010669,0,C
5010669,-1,C
5010669,-2,C
5010669,-3,C
5010669,-4,C
5010669,-5,C
5010670,0,C
5010670,-1,C
5010670,-2,C
5010670,-3,C
5010670,-4,C
5010670,-5,C
5010671,0,C
5010671,-1,C
5010671,-2,C
5010671,-3,C
5010671,-4,C
5010671,-5,C
5010673,0,0
5010673,-1,0
5010673,-2,0
5010673,-3,0
5010673,-4,0
5010673,-5,0
5010674,0,X
5010674,-1,X
5010674,-2,X
5010674,-3,0
5010674,-4,0
5010674,-5,0
5010679,0,X
5010679,-1,X
5010679,-2,X
5010679,-3,X
5010679,-4,X
5010679,-5,X
5010681,0,0
5010681,-1,0
5010681,-2,0
5010681,-3,0
5010681,-4,0
5010681,-5,0
5010682,0,C
5010682,-1,C
5010682,-2,C
5010682,-3,C
5010682,-4,C
5010682,-5,0
5010683,0,C
5010683,-1,C
5010683,-2,C
5010683,-3,C
5010683,-4,C
5010683,-5,C
5010685,0,C
5010685,-1,C
5010685,-2,C
5010685,-3,C
5010685,-4,C
5010685,-5,C
5010689,0,C
5010689,-1,C
5010689,-2,C
5010689,-3,C
5010689,-4,C
5010689,-5,C
5010690,0,0
5010690,-1,0
5010690,-2,0
5010690,-3,0
5010690,-4,0
5010690,-5,0
5010691,0,C
5010691,-1,C
5010691,-2,C
5010691,-3,0
5010691,-4,0
5010691,-5,1
5010692,0,0
5010692,-1,0
5010692,-2,0
5010692,-3,0
5010692,-4,0
5010692,-5,0
5010694,0,C
5010694,-1,C
5010694,-2,C
5010694,-3,0
5010694,-4,0
5010694,-5,1
5010697,0,C
5010697,-1,C
5010697,-2,C
5010697,-3,C
5010697,-4,C
5010697,-5,C
5010700,0,0
5010700,-1,0
5010700,-2,0
5010700,-3,0
5010700,-4,0
5010700,-5,0
5010701,0,X
5010701,-1,X
5010701,-2,X
5010701,-3,X
5010701,-4,X
5010701,-5,X
5010702,0,C
5010702,-1,C
5010702,-2,C
5010702,-3,C
5010702,-4,X
5010702,-5,X
5010707,0,X
5010707,-1,X
5010707,-2,X
5010707,-3,X
5010707,-4,X
5010707,-5,X
5010709,0,0
5010709,-1,0
5010709,-2,0
5010709,-3,0
5010709,-4,0
5010709,-5,0
5010710,0,C
5010710,-1,C
5010710,-2,C
5010710,-3,C
